iter	F1	Logloss
139	0.9302177667	0.07045968412
140	0.9302044891	0.07018737524
141	0.9301425319	0.07000402336
142	0.9305639373	0.0694527856
143	0.9307767539	0.06896765414
144	0.9311844829	0.06877941555
145	0.9311623502	0.06855584605
146	0.9311667767	0.06828677966
147	0.9315432486	0.06808625647
148	0.9317690117	0.06785482149
149	0.9321273688	0.06762642087
150	0.9329052512	0.06745678943
151	0.9329052512	0.06733576965
152	0.9334569595	0.06712515802
153	0.9334436758	0.06701815534
154	0.9336289189	0.06684488981
155	0.9336864849	0.06669531257
156	0.933898233	0.06652619999
157	0.934087771	0.06632546903
158	0.9340434845	0.06613468208
159	0.934232954	0.06589849887
160	0.9344090703	0.06575791596
161	0.9343869282	0.06561628999
162	0.9344356423	0.06526887834
163	0.9344312135	0.06506786238
164	0.9348496788	0.06481723489
165	0.9352368739	0.06460699058
166	0.9352235852	0.06449336675
167	0.9352368739	0.06429512562
168	0.9352590227	0.06419516243
169	0.9356636726	0.06399541894
170	0.9352811725	0.06374226823
171	0.9356548121	0.06353369324
172	0.9358880518	0.06328426447
173	0.9370468452	0.06289097866
174	0.9372973611	0.06267630768
175	0.9375079257	0.06254181882
176	0.9377804915	0.06223842209
177	0.9379554614	0.0621456729
178	0.9383052003	0.06191142764
179	0.9381614	0.06169978931
180	0.9379554614	0.06155570473
181	0.9378159614	0.06136850363
182	0.9382899984	0.06111726548
183	0.9385224923	0.06096523287
184	0.9387593619	0.06070412793
185	0.9385934666	0.06046325383
186	0.9388037252	0.0601903247
187	0.9389518074	0.06002892572
188	0.9391353138	0.0599342037
189	0.9391086966	0.05979908706
190	0.9389340626	0.05962441491
191	0.9391308775	0.0594103772
192	0.9395021265	0.05920704367
193	0.9394755086	0.0590670078
194	0.9398464902	0.05890725617
195	0.9394710724	0.05864777794
196	0.9397431109	0.05852784588
197	0.9397652967	0.05836026192
198	0.9401805253	0.05809449426
199	0.9403813854	0.05781471884
200	0.9409525036	0.05751241133
201	0.9411442236	0.05741818666
202	0.9415008332	0.0573501487
203	0.9416834771	0.05712833035
204	0.9418749322	0.05689370999
205	0.9420618826	0.05675016547
206	0.9424311461	0.05663621088
207	0.9426001421	0.05653622358
208	0.9435417918	0.0563930681
209	0.9437592271	0.05623820226
210	0.9436172699	0.05600977141
211	0.9437903076	0.05580449957
212	0.9440476503	0.05560095718
213	0.9444333648	0.05542877227
214	0.9444555718	0.05532170627
215	0.9446283448	0.05519288349
216	0.9444466889	0.05510143309
217	0.9448321432	0.05499295957
218	0.9451818018	0.05479293049
219	0.9456289244	0.05458121765
220	0.9456644664	0.05451208242
221	0.9458546158	0.0543441905
222	0.945863502	0.0542691981
223	0.9463147056	0.05407468058
224	0.9466856646	0.05400934756
225	0.9469288259	0.05385898984
226	0.9467345537	0.05369354186
227	0.9469421607	0.05357859648
228	0.9473438482	0.05342154655
229	0.9479392298	0.05334004557
230	0.9479347837	0.05323491003
231	0.9480975468	0.05306691902
232	0.9482691368	0.05296579823
233	0.9484673375	0.05286226337
234	0.9484495534	0.05274770253
235	0.948832422	0.05267956145
236	0.9489124609	0.05251135414
237	0.9491327081	0.0522812566
238	0.9491371556	0.05218231651
239	0.9493217608	0.05209799261
240	0.9495063013	0.05197377731
241	0.9496818816	0.0518148545
242	0.9500461905	0.05167394455
243	0.9498840834	0.05144355194
244	0.9500773256	0.05132717907
245	0.950139602	0.05122239854
246	0.9503372311	0.0510625199
247	0.9501662944	0.05090327592
248	0.9503550267	0.05073797894
249	0.9505481436	0.05065578096
250	0.9507367471	0.05049066184
251	0.9509252862	0.05032931704
252	0.9511137609	0.05017117835
253	0.9511493583	0.04998610703
254	0.9511849584	0.04986120486
255	0.9512116602	0.04965975135
256	0.9512027595	0.04950412263
257	0.9514045238	0.04934414977
258	0.9517722556	0.0492255651
259	0.9519560248	0.04911427944
260	0.9520227919	0.04899627581
261	0.9522421114	0.04883525134
262	0.9522643712	0.0485538379
263	0.9522332078	0.04840451656
264	0.952680569	0.04824047788
265	0.9526716637	0.04805164273
266	0.9528997072	0.04796840696
267	0.9536687544	0.04775998609
268	0.9539232154	0.04754400519
269	0.9543072338	0.04737625046
270	0.9544902378	0.04727559953
271	0.9544857829	0.04715413684
272	0.9548605086	0.04698839975
273	0.9548293242	0.04687340018
274	0.9550967852	0.04664680133
275	0.9551101522	0.04648648861
276	0.955185906	0.04633997652
277	0.9555602562	0.04623472878
278	0.9556003681	0.04603783521
279	0.9556003681	0.045932348
280	0.9563349359	0.04567450415
281	0.9566951512	0.04549758745
282	0.9566728642	0.04535157968
283	0.9570640267	0.04519809282
284	0.9570863156	0.04504548605
285	0.95714873	0.04496041918
286	0.957313011	0.04483244647
287	0.9578946433	0.04463376681
288	0.9582538427	0.04455987699
289	0.9582538427	0.04446513001
290	0.9582270894	0.04434004679
291	0.9582092548	0.04421917711
292	0.9587631822	0.04406941832
293	0.9588166917	0.04379009672
294	0.9587943953	0.04372123703
295	0.9588033137	0.04358615993
296	0.9591797167	0.0434993993
297	0.9592376937	0.0433890509
298	0.9594280325	0.0433100617
299	0.9594503339	0.04317292069
300	0.9596495318	0.04305149365
301	0.9596361501	0.04294227083
302	0.9598174427	0.04284575042
303	0.960170917	0.04279006125
304	0.9603966288	0.04265997247
305	0.9605598251	0.04257110705
306	0.9604055511	0.04246317179
307	0.9604278575	0.04241084304
308	0.9603921677	0.0422691222
309	0.96061336	0.04212175187
310	0.9605955143	0.04205392875
311	0.9605955143	0.04194214149
312	0.9606401296	0.04184306099
313	0.960622283	0.04173830808
314	0.9606445914	0.04163818941
315	0.9608300317	0.04151065075
316	0.9608880397	0.04138418741
317	0.960879115	0.04132515331
318	0.9608925022	0.04125087507
319	0.9612498094	0.04116779819
320	0.96161579	0.04106097542
321	0.9618410845	0.04097821081
322	0.9620172237	0.04091956643
323	0.9622111533	0.04082123087
324	0.9622200801	0.04072460476
325	0.9622022265	0.04064238386
326	0.9623871667	0.04040837151
327	0.9625765079	0.04029944111
328	0.9625675808	0.04024618617
329	0.9629460756	0.04013356049
330	0.9633332495	0.04005554456
331	0.9633109294	0.03990540157
332	0.9631754064	0.03981949245
333	0.9631486215	0.03972971831
334	0.9631575496	0.03963740893
335	0.9633734283	0.0395525161
336	0.9633689639	0.03945967449
337	0.9635579948	0.03936187234
338	0.9635490657	0.03930966659
339	0.9635579948	0.03920662184
340	0.9639135464	0.03908932216
341	0.9639314054	0.03900397876
342	0.9641291799	0.0389450837
343	0.9643224277	0.03887270888
344	0.9641604364	0.03882134991
345	0.9642140236	0.0387101938
346	0.9644117409	0.03862932613
347	0.9644028089	0.038473606
348	0.9644385381	0.03840178287
349	0.9646317289	0.03826108374
350	0.9644430045	0.03818796426
351	0.9648159248	0.03809008459
352	0.9648293248	0.03802714907
353	0.9650045251	0.03792126699
354	0.9650179255	0.03776044019
355	0.9650134586	0.03771511607
356	0.9650491946	0.03758568309
357	0.9652243326	0.03752800639
358	0.965937663	0.0374621722
359	0.9657985143	0.03735785361
360	0.9657985143	0.03728838711
361	0.9657985143	0.03725291946
362	0.9659912742	0.03721753669
363	0.9660136139	0.03713284749
364	0.9663944825	0.03706738736
365	0.9662509975	0.03692250307
366	0.9666585607	0.0368043063
367	0.9666674991	0.0366980849
368	0.9666987852	0.0366214738
369	0.9666943156	0.03656344439
370	0.9667077244	0.03646287769
371	0.9669181236	0.03635429282
372	0.9671061123	0.03628106136
373	0.9671061123	0.03619144701
374	0.9672806287	0.03609291094
375	0.967289569	0.03602284724
376	0.9673029799	0.03593363104
377	0.9674863751	0.03588382365
378	0.9675131985	0.03580881538
379	0.9675266108	0.03570420572
380	0.9675266108	0.03561905791
381	0.9675802636	0.03556009111
382	0.9675936777	0.03550963441
383	0.9675802636	0.0354470202
384	0.9677501848	0.03537625417
385	0.9683177056	0.0352867912
386	0.9689115074	0.03514152941
387	0.9690988841	0.03507658567
388	0.9694600351	0.03498063841
389	0.9692951449	0.03492194137
390	0.9695137104	0.03480496376
391	0.9693577676	0.03467204965
392	0.9693667143	0.03459831764
393	0.9695494971	0.03451846704
394	0.9695360768	0.03444317893
395	0.970288961	0.03432712868
396	0.9703202796	0.03425333712
397	0.970858575	0.0341962779
398	0.970516179	0.03412089932
399	0.9705519759	0.03403596952
400	0.9709391213	0.03394795396
401	0.971099039	0.03389541821
402	0.9712767956	0.03384000001
403	0.9714455406	0.03375328428
404	0.9712857459	0.03363896127
405	0.9714500157	0.03359050993
406	0.971476867	0.03352804586
407	0.9718634028	0.03342231405
408	0.9718678786	0.03333218788
409	0.9720588179	0.03328000805
410	0.9720588179	0.03320864183
411	0.9720811981	0.03312520565
412	0.9721035793	0.03305013564
413	0.9722989362	0.03299652248
414	0.9721393914	0.03294246006
415	0.9721707291	0.03285535612
416	0.9721752061	0.03279465618
417	0.9723795208	0.03274869879
418	0.9724242959	0.03267724693
419	0.9724466849	0.0326250651
420	0.9724153405	0.03258609247
421	0.9724198182	0.03252741631
422	0.9724377292	0.03244704615
423	0.972442207	0.03238881426
424	0.9728148406	0.03232249642
425	0.972823797	0.03228774971
426	0.9728058845	0.03224091078
427	0.9728193188	0.03219329586
428	0.9728327535	0.03211666629
429	0.9728551454	0.03203497541
430	0.9728685811	0.03198546433
431	0.9728864959	0.03193708883
432	0.9728909747	0.03190372958
433	0.9729088904	0.03185130536
434	0.9729133694	0.03182028751
435	0.9729088904	0.0317718019
436	0.9731264733	0.03169392854
437	0.9731264733	0.031645333
438	0.9731623099	0.03159153391
439	0.9732160696	0.03151045896
440	0.9733932797	0.03142832898
441	0.9735838697	0.0313612881
442	0.9735838697	0.03130916277
443	0.9735928306	0.0312754598
444	0.9735569878	0.03122669436
445	0.9737564771	0.03116557574
446	0.9739603874	0.03111034231
447	0.9739469454	0.03107193023
448	0.9741328726	0.03102872306
449	0.9741732008	0.03096233419
450	0.9741732008	0.03090623895
451	0.9743545872	0.03086864522
452	0.9743545872	0.0308014043
453	0.9743545872	0.03074904376
454	0.9745493567	0.03067263512
455	0.974390438	0.03057704744
456	0.974412846	0.03053478575
457	0.9744218095	0.03049378341
458	0.9744487011	0.0304482342
459	0.9747933661	0.03039623723
460	0.9747888841	0.03034494913
461	0.9748247414	0.03030541227
462	0.9748426711	0.03025074748
463	0.9748785324	0.03017386622
464	0.9750373251	0.03007784571
465	0.9751180204	0.03002035013
466	0.9751180204	0.02994748246
467	0.9751090536	0.02988416602
468	0.9751404381	0.02979880676
469	0.9751628569	0.02971926952
470	0.9755430281	0.02966234737
471	0.9755385439	0.02957423928
472	0.9758825993	0.02954126596
473	0.9760635041	0.02950087836
474	0.9760904101	0.02946651732
475	0.9760993792	0.02942214931
476	0.9761397417	0.02938517166
477	0.9759453813	0.02936110022
478	0.9759543508	0.02930571787
479	0.9761442267	0.02922465498
